,Unnamed: 0,sigla,idpozo,area,cod_area,empresa,yacimiento,cod_yacimiento,formacion,cuenca,provincia,cota,profundidad,clasificacion,subclasificacion,tipo_recurso,sub_tipo_recurso,gasplus,tipopozo,tipoextraccion,tipoestado,adjiv_fecha_inicio_perf,adjiv_fecha_fin_perf,adjiv_fecha_inicio_term,adjiv_fecha_fin_term,geojson,geom,type,coordinates,coordinates_str,info_coordenadas,departamento_id,departamento_nombre,lat,lon,municipio_id,municipio_nombre,provincia_id,provincia_nombre
76497,76497,Apa.Nq.Gu-1190,157605,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,basamento,NEUQUINA,Neuquén,603.58,2758.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,no,Gasífero,Plunger Lift,Extracción Efectiva,2009-10-14,2009-11-18,2009-11-19,2009-11-20,"{'type': 'Point', 'coordinates': [-69.22471911, -38.86778528]}",0101000020E61000001E0F43CC614E51C06DC68A96136F43C0,Point,"[-69.22471911, -38.86778528]","-69.22471911, -38.86778528","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86778528, 'lon': -69.22471911, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86778528,-69.22471911,,,58.0,Neuquén
76499,76499,Cha.Nq.PE-6,157609,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO ESPINOSA,PEP,lajas,NEUQUINA,Neuquén,571.4,1257.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06413389, -38.86377841]}",0101000020E6100000600708C51A4451C06FF87A4A906E43C0,Point,"[-69.06413389, -38.86377841]","-69.06413389, -38.86377841","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86377841, 'lon': -69.06413389, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86377841,-69.06413389,,,58.0,Neuquén
76509,76509,NPL-14,157619,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lajas,NEUQUINA,Neuquén,658.9,1452.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Parado Transitoriamente,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06147202, -38.82115691]}",0101000020E610000038E15628EF4351C0CEAA6CAB1B6943C0,Point,"[-69.06147202, -38.82115691]","-69.06147202, -38.82115691","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.82115691, 'lon': -69.06147202, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.82115691,-69.06147202,,,58.0,Neuquén
76510,76510,NPL-15,157620,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lajas,NEUQUINA,Neuquén,661.9,1466.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.05760014, -38.82187051]}",0101000020E6100000E2627FB8AF4351C098FF880D336943C0,Point,"[-69.05760014, -38.82187051]","-69.05760014, -38.82187051","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.82187051, 'lon': -69.05760014, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.82187051,-69.05760014,,,58.0,Neuquén
76512,76512,QCO.Nq.PL-1003,157622,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lotena,NEUQUINA,Neuquén,657.5,1485.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06266503, -38.81860159]}",0101000020E6100000FC9C2FB4024451C076C0D8EFC76843C0,Point,"[-69.06266503, -38.81860159]","-69.06266503, -38.81860159","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.81860159, 'lon': -69.06266503, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.81860159,-69.06266503,,,58.0,Neuquén
76513,76513,Cha.Nq.PL-1008,157623,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lajas,NEUQUINA,Neuquén,647.2,1536.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Parado Transitoriamente,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06844244, -38.82283574]}",0101000020E6100000575D665C614451C0D6A378AE526943C0,Point,"[-69.06844244, -38.82283574]","-69.06844244, -38.82283574","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.82283574, 'lon': -69.06844244, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.82283574,-69.06844244,,,58.0,Neuquén
76514,76514,Cha.Nq.PL-1018,157624,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lajas,NEUQUINA,Neuquén,648.3,1500.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06998992, -38.82031077]}",0101000020E6100000C75C00B77A4451C071DA7CF1FF6843C0,Point,"[-69.06998992, -38.82031077]","-69.06998992, -38.82031077","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.82031077, 'lon': -69.06998992, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.82031077,-69.06998992,,,58.0,Neuquén
76519,76519,Apa.Nq.PL-1058,157629,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lajas,NEUQUINA,Neuquén,601.88,1400.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2007-06-28,2007-07-11,2007-07-12,2007-07-13,"{'type': 'Point', 'coordinates': [-69.04773837, -38.8413842]}",0101000020E6100000857A3C250E4351C0812F3B7AB26B43C0,Point,"[-69.04773837, -38.8413842]","-69.04773837, -38.8413842","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.8413842, 'lon': -69.04773837, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.8413842,-69.04773837,,,58.0,Neuquén
76528,76528,N.BC-10,157637,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO,BCD,lajas,NEUQUINA,Neuquén,707.4,950.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.98057558, -39.18476142]}",0101000020E6100000CCD613C0C13E51C0343B2043A69743C0,Point,"[-68.98057558, -39.18476142]","-68.98057558, -39.18476142","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18476142, 'lon': -68.98057558, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18476142,-68.98057558,,,58.0,Neuquén
76530,76530,YPF.Nq.BC-1001,157639,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO,BCD,quebrada del sapo,NEUQUINA,Neuquén,680.9,976.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.97872987, -39.17978926]}",0101000020E61000002CD19B82A33E51C09FEF9F55039743C0,Point,"[-68.97872987, -39.17978926]","-68.97872987, -39.17978926","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.17978926, 'lon': -68.97872987, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.17978926,-68.97872987,,,58.0,Neuquén
76533,76533,Bs.Nq.BCE-1011,157642,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,quebrada del sapo,NEUQUINA,Neuquén,641.7,947.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.95573235, -39.18341073]}",0101000020E6100000ACBE04B82A3D51C0F18AB7007A9743C0,Point,"[-68.95573235, -39.18341073]","-68.95573235, -39.18341073","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18341073, 'lon': -68.95573235, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18341073,-68.95573235,,,58.0,Neuquén
76534,76534,Bs.Nq.BCE-1012,157643,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,quebrada del sapo,NEUQUINA,Neuquén,618.5,946.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.94888292, -39.18084179]}",0101000020E610000083486D7FBA3C51C06AE6E2D2259743C0,Point,"[-68.94888292, -39.18084179]","-68.94888292, -39.18084179","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18084179, 'lon': -68.94888292, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18084179,-68.94888292,,,58.0,Neuquén
76535,76535,Bs.Nq.BCE-1023,157644,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,quebrada del sapo,NEUQUINA,Neuquén,640.3,924.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.9610809, -39.18427978]}",0101000020E6100000DB937659823D51C00035D67A969743C0,Point,"[-68.9610809, -39.18427978]","-68.9610809, -39.18427978","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18427978, 'lon': -68.9610809, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18427978,-68.9610809,,,58.0,Neuquén
76539,76539,Pi.Nq.BCE-1031,157648,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,quebrada del sapo,NEUQUINA,Neuquén,634.7,952.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2004-12-06,2004-12-14,2004-12-15,2004-12-25,"{'type': 'Point', 'coordinates': [-68.95731768, -39.18365965]}",0101000020E6100000E3DE5FB1443D51C0232CCF28829743C0,Point,"[-68.95731768, -39.18365965]","-68.95731768, -39.18365965","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18365965, 'lon': -68.95731768, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18365965,-68.95731768,,,58.0,Neuquén
76540,76540,Pi.Nq.BCE-1033,157649,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO ESTE,BCE,quebrada del sapo,NEUQUINA,Neuquén,645.7,960.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2005-03-16,2005-03-26,2005-03-27,2005-04-06,"{'type': 'Point', 'coordinates': [-68.96396209, -39.18453931]}",0101000020E610000090C80C8EB13D51C061A3EEFB9E9743C0,Point,"[-68.96396209, -39.18453931]","-68.96396209, -39.18453931","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18453931, 'lon': -68.96396209, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18453931,-68.96396209,,,58.0,Neuquén
76557,76557,Pi.Nq.NQ-1036,157665,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,lajas,NEUQUINA,Neuquén,393.7,1300.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.79305846, -39.06012996]}",0101000020E610000008614578C13251C0DADAA956B28743C0,Point,"[-68.79305846, -39.06012996]","-68.79305846, -39.06012996","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.06012996, 'lon': -68.79305846, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.06012996,-68.79305846,580077.0,Senillosa,58.0,Neuquén
76558,76558,Pi.Nq.NQ-1038,157666,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,lajas,NEUQUINA,Neuquén,389.0,1300.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.79330817, -39.05670913]}",0101000020E61000002D73A18FC53251C0085EA93E428743C0,Point,"[-68.79330817, -39.05670913]","-68.79330817, -39.05670913","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.05670913, 'lon': -68.79330817, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.05670913,-68.79330817,580077.0,Senillosa,58.0,Neuquén
76559,76559,Pi.Nq.NQ-1039,157667,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,lajas,NEUQUINA,Neuquén,398.3,1300.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.79838122, -39.05633771]}",0101000020E6100000FF688BAD183351C0A3FDF612368743C0,Point,"[-68.79838122, -39.05633771]","-68.79838122, -39.05633771","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.05633771, 'lon': -68.79838122, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.05633771,-68.79838122,580077.0,Senillosa,58.0,Neuquén
76560,76560,Pi.Nq.NQ-1047,157668,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,lajas,NEUQUINA,Neuquén,385.7,1300.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2005-02-07,2005-02-16,2005-02-17,2005-02-27,"{'type': 'Point', 'coordinates': [-68.77232402, -39.07148099]}",0101000020E61000002DF4B9C16D3151C0F82A014A268943C0,Point,"[-68.77232402, -39.07148099]","-68.77232402, -39.07148099","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.07148099, 'lon': -68.77232402, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.07148099,-68.77232402,580077.0,Senillosa,58.0,Neuquén
76561,76561,Pi.Nq.NQ-1048,157669,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,lajas,NEUQUINA,Neuquén,380.5,1275.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2005-06-09,2005-06-24,2005-07-15,2005-07-21,"{'type': 'Point', 'coordinates': [-68.77269414, -39.08570858]}",0101000020E610000018471FD2733151C0160BAE7FF88A43C0,Point,"[-68.77269414, -39.08570858]","-68.77269414, -39.08570858","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.08570858, 'lon': -68.77269414, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.08570858,-68.77269414,580077.0,Senillosa,58.0,Neuquén
76564,76564,Pi.Nq.NQ-1057,157672,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,lajas,NEUQUINA,Neuquén,385.0,1293.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2006-09-07,2006-09-19,2006-09-20,2006-09-21,"{'type': 'Point', 'coordinates': [-68.78668216, -39.08392953]}",0101000020E6100000FC622100593251C06342ED33BE8A43C0,Point,"[-68.78668216, -39.08392953]","-68.78668216, -39.08392953","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.08392953, 'lon': -68.78668216, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.08392953,-68.78668216,,,58.0,Neuquén
76565,76565,Apa.Nq.NQ-1067,157673,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,lajas,NEUQUINA,Neuquén,382.88,1282.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2007-02-07,2007-02-18,2007-02-19,2007-02-20,"{'type': 'Point', 'coordinates': [-68.76911944, -39.07145992]}",0101000020E61000002461BE40393151C0F9AF4199258943C0,Point,"[-68.76911944, -39.07145992]","-68.76911944, -39.07145992","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.07145992, 'lon': -68.76911944, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.07145992,-68.76911944,580077.0,Senillosa,58.0,Neuquén
76568,76568,Apa.Nq.EM-14,157676,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL MOGOTITO,LMP,lajas,NEUQUINA,Neuquén,707.6,1500.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2006-11-23,2006-12-09,2006-12-10,2006-12-11,"{'type': 'Point', 'coordinates': [-69.16397734, -39.19608034]}",0101000020E61000007225D09A7E4A51C023D81B29199943C0,Point,"[-69.16397734, -39.19608034]","-69.16397734, -39.19608034","{'departamento_id': '58098', 'departamento_nombre': 'Picún Leufú', 'lat': -39.19608034, 'lon': -69.16397734, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58098.0,Picún Leufú,-39.19608034,-69.16397734,,,58.0,Neuquén
76571,76571,Pi.Nq.BE-7,157679,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE ESPINOSO,BEP,vaca muerta,NEUQUINA,Neuquén,581.5,1480.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06556284, -39.11565281]}",0101000020E610000081687B2E324451C0FC5116B6CD8E43C0,Point,"[-69.06556284, -39.11565281]","-69.06556284, -39.11565281","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.11565281, 'lon': -69.06556284, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.11565281,-69.06556284,,,58.0,Neuquén
76577,76577,YPF.Nq.Gu.a-9,157685,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lajas,NEUQUINA,Neuquén,689.4,2105.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.33321438, -38.85172254]}",0101000020E61000000B2A6862535551C07448833E056D43C0,Point,"[-69.33321438, -38.85172254]","-69.33321438, -38.85172254","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.85172254, 'lon': -69.33321438, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.85172254,-69.33321438,,,58.0,Neuquén
76578,76578,Pi.Nq.Gu.a-1093,157686,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lajas,NEUQUINA,Neuquén,619.5,2389.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.25364134, -38.86427285]}",0101000020E6100000AC0DE3A83B5051C00DC9247EA06E43C0,Point,"[-69.25364134, -38.86427285]","-69.25364134, -38.86427285","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86427285, 'lon': -69.25364134, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86427285,-69.25364134,,,58.0,Neuquén
76581,76581,Pi.Nq.BC.a-1006,157689,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,BORDE COLORADO,BCD,quebrada del sapo,NEUQUINA,Neuquén,628.5,1100.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-68.95909798, -39.18084564]}",0101000020E61000009E707EDC613D51C04CB62EF3259743C0,Point,"[-68.95909798, -39.18084564]","-68.95909798, -39.18084564","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.18084564, 'lon': -68.95909798, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.18084564,-68.95909798,,,58.0,Neuquén
76583,76583,Pi.Nq.PO.a-1001,157691,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,PORTEZUELOS OESTE,PORO,basamento,NEUQUINA,Neuquén,836.1,2723.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.56322576, -39.01573057]}",0101000020E6100000BEDD0EE40B6451C046D99575038243C0,Point,"[-69.56322576, -39.01573057]","-69.56322576, -39.01573057","{'departamento_id': '58112', 'departamento_nombre': 'Zapala', 'lat': -39.01573057, 'lon': -69.56322576, 'municipio_id': '585147', 'municipio_nombre': 'Ramón M. Castro', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58112.0,Zapala,-39.01573057,-69.56322576,585147.0,Ramón M. Castro,58.0,Neuquén
79625,79625,CAP.Ch.E-201,160880,DIADEMA,DIA,COMPAÑÍAS ASOCIADAS PETROLERAS S.A.,DIADEMA,DIA,comodoro rivadavia,GOLFO SAN JORGE,Chubut,405.01,2021.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2016-12-18,2017-01-01,2017-01-05,2017-01-10,"{'type': 'Point', 'coordinates': [-67.77252569, -45.7571596]}",0101000020E6100000AB77970F71F150C01DED139BEAE046C0,Point,"[-67.77252569, -45.7571596]","-67.77252569, -45.7571596","{'departamento_id': '26021', 'departamento_nombre': 'Escalante', 'lat': -45.7571596, 'lon': -67.77252569, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26021.0,Escalante,-45.7571596,-67.77252569,,,26.0,Chubut
79708,79708,CAP.Ch.E-181 ,160963,DIADEMA,DIA,COMPAÑÍAS ASOCIADAS PETROLERAS S.A.,DIADEMA,DIA,comodoro rivadavia,GOLFO SAN JORGE,Chubut,443.44,2325.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2015-01-04,2015-01-23,2015-01-29,2015-02-15,"{'type': 'Point', 'coordinates': [-67.76167292, -45.75412334]}",0101000020E61000008669C63FBFF050C0A339151D87E046C0,Point,"[-67.76167292, -45.75412334]","-67.76167292, -45.75412334","{'departamento_id': '26021', 'departamento_nombre': 'Escalante', 'lat': -45.75412334, 'lon': -67.76167292, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26021.0,Escalante,-45.75412334,-67.76167292,,,26.0,Chubut
80028,80028,CAP.Ch.L-111		,161295,DIADEMA,DIA,COMPAÑÍAS ASOCIADAS PETROLERAS S.A.,DIADEMA,DIA,mina el carmen,GOLFO SAN JORGE,Chubut,543.0,1930.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2019-09-20,2019-10-09,2019-10-15,2019-10-25,"{'type': 'Point', 'coordinates': [-67.72493786, -45.6877748]}",0101000020E61000004315C46165EE50C0A881300109D846C0,Point,"[-67.72493786, -45.6877748]","-67.72493786, -45.6877748","{'departamento_id': '26021', 'departamento_nombre': 'Escalante', 'lat': -45.6877748, 'lon': -67.72493786, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26021.0,Escalante,-45.6877748,-67.72493786,,,26.0,Chubut
